GO:0000077~DNA damage checkpoint	1111,9575,5810,3364,4683,261726,5884,11200,3014,1869,5781,7158,29935,545,8682,1432,84444,84126,80254,57646,5883,25988,83695,83990,63967,26270,25896,51776,440275,
GO:0000079~regulation of cyclin-dependent protein serine/threonine kinase activity	904,905,8812,9077,9134,890,1647,993,995,2810,2965,1026,1030,1031,1027,1022,4331,900,641,1032,5728,8941,8851,11140,1033,414194,151195,85417,80279,9088,990,27013,23560,56647,29950,51191,
GO:0000082~G1/S transition of mitotic cell cycle	8317,5537,5001,5000,8318,8554,9113,9134,4609,3688,5925,1977,3624,5422,1019,2935,6118,1104,6198,595,898,1017,4172,6117,7465,993,207,4173,4174,4176,6119,91,1026,1029,1031,5902,1027,3400,997,5557,5558,4171,5903,1022,902,4331,586,1032,5427,4149,1018,1021,90,5471,5426,5530,6881,29935,6502,4998,4999,1978,818,8454,8453,8452,8451,23649,4175,1033,131405,51270,245711,58480,55388,285190,57695,128239,202151,143384,51379,8065,5932,990,25988,81620,1263,8498,56655,54107,26524,10769,11040,23595,10926,84515,29933,23133,815,23594,
GO:0000083~regulation of transcription involved in G1/S transition of mitotic cell cycle	571,8462,23476,8318,1876,1719,7298,5925,5422,5111,898,6241,8900,1869,4998,7027,7029,4863,1874,2672,990,25988,81620,26271,
GO:0000086~G2/M transition of mitotic cell cycle	9814,10733,7480,11113,6790,4659,80184,8493,9738,2029,8636,4660,8481,11258,5218,23354,22995,9133,5116,11116,9113,11200,10382,983,203068,3320,5243,7314,7316,891,5566,890,7283,1017,5518,7465,993,994,995,5577,1026,1069,1030,5048,10763,1453,1454,1785,1022,902,4331,4751,5347,10776,4218,10121,7532,5500,7531,6233,7311,5520,8655,6500,7277,10383,10657,2305,6502,1781,10540,8454,9793,1639,1778,9833,5108,22919,7164,4957,84131,9662,79441,6873,79866,7846,23332,54801,11064,10806,9702,9024,79831,219771,80321,121441,79959,7840,55125,22822,115106,10133,84930,84962,80254,55755,9088,55559,10142,93323,11190,95681,79176,1263,54930,57325,55835,23236,55142,54820,55722,51451,23194,23291,22994,22897,8945,22981,51400,10083,
GO:0000095~S-adenosyl-L-methionine transmembrane transporter activity	115286,
GO:0000096~sulfur amino acid metabolic process	191,4143,635,4548,23743,4552,9054,
GO:0000097~sulfur amino acid biosynthetic process	1036,
GO:0000098~sulfur amino acid catabolic process	1491,84890,
GO:0000103~sulfate assimilation	6820,9061,9060,
GO:0000104~succinate dehydrogenase activity	6392,6389,6391,
GO:0000105~histidine biosynthetic process	4522,441024,
GO:0000109~nucleotide-excision repair complex	2067,5424,1161,2072,
GO:0000110~nucleotide-excision repair factor 1 complex	2067,7507,2072,
GO:0000111~nucleotide-excision repair factor 2 complex	7508,
GO:0000117~regulation of transcription involved in G2/M transition of mitotic cell cycle	571,
GO:0000118~histone deacetylase complex	10284,8841,6907,7764,9611,8819,9219,6886,23468,8204,3094,9759,2122,3065,91748,9541,51564,83933,51317,79885,55809,90665,55869,79718,84215,116092,149934,79685,473,8932,10013,9734,23314,10014,9612,10629,
GO:0000120~RNA polymerase I transcription factor complex	10849,9013,9015,
GO:0000121~glycerol-1-phosphatase activity	283871,
GO:0000122~negative regulation of transcription from RNA polymerase II promoter	390937,79733,389549,23019,653656,653657,389493,391723,284428,57491,100128927,322,4221,8535,6829,11060,2304,5138,7480,8289,8553,23316,1046,5017,4212,10915,571,8462,10127,7514,8864,9925,9745,4092,6926,4194,6862,7161,8841,404281,93986,5187,5078,3199,9139,6839,9314,2309,6591,2307,6943,8405,7541,6665,5071,26048,9839,23028,10174,7975,9242,6474,6907,4286,23309,5626,7764,9555,9611,10522,9534,4094,8819,1876,3281,8726,8928,9099,10637,639,7743,5716,8554,25822,7466,8725,9219,9678,22943,4591,10614,7753,7755,25803,51341,8403,23466,11279,6615,23492,9096,8320,6911,53615,9421,7468,4609,7040,5741,7124,3458,2056,3050,2099,2908,7157,1906,7020,2023,1991,4782,3146,142,100125288,342371,7314,7316,2736,2737,4602,367,5914,3008,2063,7025,7295,5915,7068,2260,7421,2101,7356,7175,650,652,6497,6498,7181,3234,5916,3660,3059,5987,3213,2114,7430,1386,7422,3096,6929,2623,6936,3009,3007,3006,948,8531,7554,3726,3218,3214,3727,6886,5771,1655,6688,1958,467,7490,6256,4790,10468,9572,1942,2263,654,3181,6421,6271,6672,2624,2625,595,7026,1910,898,1017,7528,4004,1786,7538,6134,811,5449,2005,5828,3235,4487,7593,5933,5927,896,3204,3224,2254,4261,1499,648,7703,5245,5981,1814,4488,1649,6928,55553,54345,6664,5494,6932,6720,5468,6935,6622,1523,4321,3429,7428,6774,3397,3952,2117,604,2120,6658,6772,6778,2444,4929,4100,4101,7080,4851,3400,356,5993,6657,8204,6301,10664,1050,5663,1028,4601,2077,429,6097,6595,6597,4204,3054,7321,7712,190,3068,7695,7699,8091,3651,1482,5347,2354,1822,5396,7376,3169,1745,9759,8863,145258,53820,51274,54039,668,7323,9318,4149,3670,5569,6208,7555,9349,6233,7311,7341,6827,7329,4904,3476,579,79192,4825,7832,57817,4088,7436,1021,3297,4791,4193,1869,3642,5971,1810,6304,5457,5460,4205,6668,6670,3399,5079,3394,3087,1390,857,5467,10865,5970,7088,7091,5966,4084,7704,2019,3516,4208,2551,708,1746,5465,2305,166,5481,2033,92129,6721,2308,2186,5458,4774,2294,2296,1739,4799,7071,5978,10062,5607,6909,2874,9241,10155,7730,1487,4999,4773,4089,8878,10215,3065,6996,22938,8452,5727,93,864,688,7804,23650,6493,2274,3280,3090,10608,25850,10795,3661,84733,1108,5463,84159,1428,10589,4784,9975,23512,9338,27063,2649,6469,8431,6495,6879,7050,10499,5469,7291,7727,8092,4087,6944,2146,463,1407,5931,8187,4783,3428,91464,9208,283571,333929,165631,1408,55122,128611,128209,84312,11023,221336,200014,57673,388585,134701,390992,55183,8328,83860,153090,57616,25959,1877,80014,389058,56957,25836,79618,155061,79577,54862,9646,79898,55729,54880,121536,440695,152518,10194,148738,284252,333932,81857,56257,51523,167826,341405,84792,441478,92140,51385,339344,221895,164656,84864,165,84295,23286,161882,57594,22933,171023,83666,283248,93649,255877,163081,116039,51588,195814,23429,84619,23038,79576,84524,57621,80712,163126,54623,167465,148979,22849,169792,7442,201163,127343,84678,125997,130497,55079,163050,171392,140290,170959,96459,146198,10848,51564,162979,23414,85509,122953,7021,23168,8013,2100,7022,6239,3066,5629,1387,10443,10481,3720,10507,2627,2302,3665,1748,10524,8239,83933,144455,23411,57215,9093,9212,55502,84962,84838,5074,84944,84934,79759,10919,64324,55170,124790,23327,5814,170302,57649,9971,222894,23152,57761,4838,6913,84911,25942,23013,29128,6045,1831,4335,10472,1045,2672,5932,4090,4861,4188,6608,430,2303,10370,22980,25988,80317,65251,55657,78986,83463,83482,83855,55869,84667,84108,60468,84662,153572,79718,50943,94234,84504,79365,60436,5178,26287,25937,63978,59348,79595,64412,53335,64207,80314,28996,8626,10628,8325,1263,23051,59336,149934,79723,64376,64321,84174,64426,79813,64750,63976,59341,51616,57332,26137,57680,25855,3166,10363,51085,55929,85508,56676,26508,6934,387893,11107,55509,54567,51547,128553,56950,56940,2909,6299,57451,55192,55145,51132,54927,51339,51741,29842,7767,29997,4848,29995,55506,57659,57600,55758,473,55364,51222,8932,1789,8409,23493,8820,8545,6945,7227,11218,29114,1602,10459,29883,25806,56180,57167,51176,27022,23186,22807,9734,11244,30009,10732,23040,55841,55689,3299,4854,8538,57057,51684,1990,8914,51592,23314,23405,10014,7707,11142,22890,30818,23528,27033,11171,26155,50945,7101,6297,7728,22823,9603,9730,7189,11278,50674,54626,23462,1761,10002,29915,51513,9612,23741,9960,1788,22882,
GO:0000123~histone acetyltransferase complex	151050,8473,11143,3054,11091,2033,55250,79960,284058,9767,1387,26610,10445,51230,84148,54934,55140,23338,55683,51147,
GO:0000124~SAGA complex	8464,10474,170067,56970,6883,6880,100130302,55578,117143,51616,56943,23326,
GO:0000125~PCAF complex	6871,6881,6880,8850,8295,
GO:0000126~transcription factor TFIIIB complex	55814,2972,
GO:0000127~transcription factor TFIIIC complex	2975,2976,112495,9329,9328,9330,
GO:0000132~establishment of mitotic spindle orientation	10403,2255,9183,10253,10252,3064,5048,1058,6993,29899,1639,4926,9181,54908,55755,2138,81565,54820,
GO:0000137~Golgi cis cisterna	2801,3996,51062,63941,9528,55512,
GO:0000138~Golgi trans cisterna	9179,2683,259230,283987,9528,
GO:0000139~Golgi membrane	345611,152586,9743,253012,100528030,9197,10059,7940,27333,10494,9166,5537,23316,11316,8943,9570,8675,102,10423,9919,23243,10282,54741,6836,2916,7098,29906,10652,6892,9867,51046,9334,51360,11041,9486,11342,27095,11015,9265,164,10228,8707,10488,8534,9394,9718,10905,8460,8703,8702,8459,8615,8704,9917,2218,863,9914,10016,955,8674,9554,8706,8906,79090,26229,9871,26035,22872,22883,11337,10675,10313,9527,10125,8658,9217,23557,9245,10175,9215,10802,10427,9342,9609,9348,10841,8705,2157,1956,3906,5265,4893,3265,5155,7039,3630,3105,3136,3122,3118,3117,3123,3119,5154,972,3115,1571,3120,5627,6010,1604,5045,6399,5552,6513,2153,4684,3133,3126,966,2683,2348,374,913,6480,2697,3135,22926,7132,3113,5870,2525,5007,2526,10945,4245,10715,4846,3134,2633,2634,3242,4121,11014,9276,682,540,403,373,6720,3460,1523,5584,2890,2475,27065,9619,4905,4851,5909,372,7109,1453,23760,3998,408,4122,10972,5663,5664,1785,858,1182,1184,2528,3340,8509,27236,1315,1314,1075,9632,2013,8775,6396,8905,859,79585,11345,998,4218,5862,10890,51552,377,390,338596,567,22818,1174,5861,5879,7355,10559,3125,7110,91949,375,5310,27032,2583,1294,2650,857,4853,3382,2572,2802,2801,55697,4248,4249,4247,2590,2589,162,2527,2529,6482,6487,6484,22937,6721,5871,8692,11070,10960,7851,6811,3601,1201,5337,2803,6093,7855,10955,8452,1258,9363,2591,8720,22796,2804,54734,4926,10959,6009,1718,10484,10483,9267,9321,27314,1260,2131,4124,7357,6483,54972,401647,3127,3106,79158,146664,170384,442117,57589,59349,55291,375056,347517,55062,340485,79694,644378,57584,79971,149175,79689,84699,205717,51435,201475,23258,57414,55676,84750,374378,254263,57085,152559,51313,25849,221477,84752,93492,192134,140687,127845,337876,83723,11046,58480,83539,54947,51363,9653,9469,201232,79608,374907,11227,51809,55568,122553,259230,22856,64131,23673,92979,26086,114805,23085,54503,23390,126003,1262,340481,79695,90410,221938,100505381,57531,79586,79932,222537,92126,10347,2651,284254,222865,117248,120071,57452,8693,285533,93380,26301,55454,84364,10164,113189,11226,148789,63917,256435,205428,166012,79888,93010,54756,258010,124872,64326,90411,192683,347734,9950,149111,153339,56928,55790,92370,148327,123720,9382,84932,56994,170575,23461,51062,117584,55624,6489,8128,7903,8729,9827,9896,9695,399687,6653,10342,2734,441400,2132,3107,84912,56937,30815,57222,55343,143187,64285,79571,10133,64841,54941,29071,79623,93210,113829,84725,83548,89866,84620,126792,140873,90161,84342,57172,130340,115362,115361,114783,83696,64711,84679,9266,4855,2852,10198,9088,11261,9516,6456,9514,64689,9746,55974,55032,80762,11235,79135,81849,54732,55080,26056,9528,8907,2530,84002,23057,79369,80310,23563,4166,83452,2635,81876,81562,64132,81622,51000,64377,8548,80351,64746,64579,55204,64084,27090,152007,79903,80142,26003,55298,25839,79147,65977,51643,57704,50614,10113,57120,10058,26286,50640,50515,135152,56681,57134,54106,51311,56034,55501,51560,11311,56900,56894,56913,56548,55808,22908,54602,55638,55627,55625,54814,26290,55512,10678,51304,51284,51272,9478,9218,51301,51196,51765,51226,54480,57574,27087,53407,26958,5298,25834,1522,11285,553115,9331,27315,27128,60592,10610,84572,28988,25789,11253,29940,51693,25837,54499,11320,4854,51146,8869,10466,22870,23162,11282,11237,9583,10690,10402,9956,9445,51399,10331,10329,10090,10317,23443,23315,22862,200576,10396,57511,51070,51100,51014,51026,23423,9980,9435,58485,8708,9951,9953,9955,22820,10564,10565,10053,11196,
GO:0000145~exocyst	100287171,10640,11336,5899,10890,7127,4735,91828,90332,283849,149371,25924,29091,54536,60412,55770,55763,23265,23233,
GO:0000146~microfilament motor activity	4641,4430,4642,4621,4625,4624,4626,4627,4628,4643,4647,4650,79784,53904,4620,8735,4645,4644,4622,
GO:0000149~SNARE binding	51594,100534593,9570,8417,10652,11336,8674,9554,8676,9871,10791,9527,23557,6857,2054,4905,6845,9632,8775,55014,11345,112755,6812,6844,7127,6810,6811,6809,9341,6804,91828,90332,120892,283849,23673,415117,143187,26984,55610,203062,84079,9117,8673,114088,11132,7405,10490,
GO:0000150~recombinase activity	5890,5889,7517,7516,5892,3516,5888,11144,
GO:0000151~ubiquitin ligase complex	100302652,142686,11060,11065,2861,9443,5071,9810,26261,9025,23014,10277,3303,3304,3312,3301,648,672,79184,4734,9781,7321,7324,6468,7334,7322,7332,7186,7335,9412,9354,5469,118663,399814,56254,9442,55208,84231,127544,130507,401036,79872,255488,8315,90025,55832,80204,123879,197131,23304,165918,118424,201456,64396,154214,26260,4008,136371,142685,23142,8445,9968,142678,26262,54165,90390,64395,92591,25898,6045,54737,580,84259,84246,54797,65018,11059,9477,64750,26269,10210,25897,54850,400569,54467,9604,23194,26267,26268,26234,26235,23291,26272,26223,26224,10273,10910,26994,51003,25793,25820,51130,8517,
GO:0000152~nuclear ubiquitin ligase complex	79184,9577,
GO:0000153~cytoplasmic ubiquitin ligase complex	64422,
GO:0000154~rRNA modification	10528,51106,55226,55623,115939,51602,
GO:0000155~phosphorelay sensor kinase activity	3756,3757,27133,131096,23416,23415,
GO:0000159~protein phosphatase type 2A complex	6801,5518,5516,5520,5515,54205,5521,5523,29966,5527,5528,5525,5526,5524,5529,51278,55844,85407,29888,5522,28227,
GO:0000160~phosphorelay signal transduction system	3756,3757,27133,131096,64210,23416,23415,
GO:0000164~protein phosphatase type 1 complex	80316,6992,23645,4690,5504,5499,5500,84919,153743,79660,100507444,84687,8036,
GO:0000165~MAPK cascade	122706,5717,5718,5715,4221,2675,10213,10494,9542,5688,5924,2069,6712,5603,2906,2255,5709,8823,8767,10156,10817,27040,8822,5623,2676,3717,5716,5063,8817,10125,8437,9965,9448,1956,4342,4609,4893,3265,3845,5155,1950,7040,3630,7124,3553,3559,6708,4155,5894,5154,1437,2064,3567,2246,2534,4747,5979,4233,2249,3562,2247,5159,7314,7316,6348,369,3815,2251,6710,2260,2248,2250,6347,6352,7857,4684,3082,3560,673,1438,5156,5702,5786,5689,1942,5921,4763,4254,2252,2263,2065,2264,2261,3716,5682,5683,5684,5685,7538,3563,5595,4140,3707,5696,5698,5686,5692,5694,5693,5594,6464,5037,5596,2254,3561,7529,1439,685,3667,88,5701,5605,2668,5699,5704,5606,5714,9261,5691,5690,5713,1234,3718,5608,3340,5536,6300,5710,2253,2674,56911,3558,5687,10197,5700,5705,7531,5706,9978,6233,7311,2885,1742,25759,3297,6711,3568,4205,3084,5604,7010,857,5747,2902,5720,4208,677,6654,5458,7786,2903,5058,5598,5708,2904,4214,3611,816,818,817,8452,6709,5923,3606,2185,22821,2905,23198,9861,8682,5922,2066,284,5600,4086,5711,7867,5597,1847,1848,1849,120892,151742,9048,153090,152559,255324,389840,57551,23064,8315,161742,8106,64926,152831,25780,8844,8550,221002,54756,133396,143471,225689,115727,10818,84078,145957,53358,9491,2258,8831,10645,10048,1839,5695,5707,9020,6014,4217,4902,4215,1852,10142,84292,83483,85358,8074,64096,57731,51347,27006,26281,51332,55816,51765,51701,9365,8649,9462,5721,5719,815,28956,25807,9693,8660,8428,4216,
GO:0000166~nucleotide binding	100526794,317,5433,5001,5000,5980,27297,9249,1797,3251,7298,3320,5422,5837,3615,28,4907,5424,7417,3094,2272,22978,3068,4682,8802,29899,5394,5426,1241,1407,11000,10999,376497,390637,54899,9557,200558,128240,28951,115024,55743,93034,990,84681,84618,3704,20,6583,51251,55823,80010,56953,50507,135114,56952,54148,9465,27283,4029,7419,28965,10101,
GO:0000170~sphingosine hydroxylase activity	123099,
GO:0000171~ribonuclease MRP activity	10775,10940,
GO:0000172~ribonuclease MRP complex	10248,10775,10556,51367,10940,54913,
GO:0000173~inactivation of MAPK activity involved in osmosensory signaling pathway	51562,
GO:0000175~3'-5'-exoribonuclease activity	5394,5393,23404,23016,9924,90459,129563,87178,115752,3669,114034,79650,22803,81875,54512,56915,51010,9337,29883,22894,25996,
GO:0000176~nuclear exosome (RNase complex)	5394,5393,23404,10438,23016,118460,11340,10200,54512,56915,51010,22894,51013,
GO:0000177~cytoplasmic exosome (RNase complex)	9567,5393,23404,23016,118460,115752,11340,54512,56915,51010,23589,
GO:0000178~exosome (RNase complex)	7538,23517,5394,5393,23404,23016,118460,129563,8570,11340,10200,57379,54512,56915,51010,22894,51013,
GO:0000179~rRNA (adenine-N6,N6-)-dimethyltransferase activity	51106,51093,64216,27292,
GO:0000182~rDNA binding	9555,57673,404672,64061,56919,
GO:0000183~chromatin silencing at rDNA	23378,6839,8467,8359,8350,3020,57673,333932,22933,23411,8932,11176,
GO:0000184~nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	22794,9811,5073,6176,6181,6175,6218,3921,26986,2935,6187,6165,6129,6139,6192,6188,6206,6137,6134,6136,5518,6133,6146,6124,9775,6223,6122,23521,6232,11224,6157,6125,6144,6158,6203,6193,6204,6159,6164,9045,22916,3646,6224,6189,6154,6138,4116,6155,6168,6167,6201,6202,6210,6217,6208,6228,6222,6235,6207,6205,6130,2107,6191,6147,6194,9349,6209,6229,6230,6231,6234,6156,6170,6160,4736,6161,6135,6132,6171,6233,7311,5520,6169,6227,5515,6152,6173,6143,5394,6142,6128,1981,6141,4686,10957,10921,23293,167227,23708,196513,154197,55181,9887,5976,55110,23049,84305,65109,56006,65110,26019,55802,55629,23381,25873,9939,
GO:0000185~activation of MAPKKK activity	10494,4616,10912,9448,7124,1647,5871,10454,153090,84231,203447,8491,50488,11184,51765,23043,11183,8428,
GO:0000186~activation of MAPKK activity	9175,6885,3717,4616,9064,1956,4342,1950,4803,5894,4914,2771,369,652,673,5335,5610,2149,134,7046,1326,1398,1399,5663,56911,5906,7786,4214,2911,8754,2889,9607,120892,389840,57551,10818,9020,4217,4215,51347,51776,8649,9344,57498,28956,10746,4216,
GO:0000187~activation of MAPK activity	7099,7161,2255,3656,6885,8767,5063,9294,6647,4342,727,1950,7039,7124,3553,5319,972,3479,2246,3643,983,7057,2247,7314,7316,6288,7043,3815,2690,650,6997,3082,5148,4908,1942,2357,728,1815,5595,5594,136,6464,10961,5605,1139,7474,5291,5606,9261,408,3654,5608,5602,3672,84432,975,7852,7334,6233,7311,2785,25759,3084,5604,5781,5562,5607,2911,7335,5149,2914,3735,8682,10454,5600,4916,1432,4296,7867,1847,1848,1849,55765,120892,60370,1464,255324,284340,128239,8550,200958,257397,10818,8567,1902,5027,1852,114898,60675,64127,23118,51196,51738,23566,238,10392,10746,7189,8517,
GO:0000188~inactivation of MAPK activity	11072,1843,5518,5998,5999,1845,5515,857,1844,2873,1846,1850,2874,1847,1848,1849,200734,161742,54900,150290,1852,80824,63904,56940,11221,
GO:0000189~MAPK import into nucleus	7175,5595,5594,
GO:0000209~protein polyubiquitination	92305,122706,5717,5718,5715,10213,5688,5709,6478,5071,23295,5716,23328,22888,23014,51366,10277,8658,10425,7314,7316,596,5702,6737,5689,6872,867,5682,5683,5684,5685,5696,5698,5686,5692,5694,5693,7174,5701,5699,899,5704,5714,997,7319,5691,5690,9781,5713,7321,7324,7064,5710,9520,6468,5687,7323,10197,5700,5705,5706,7322,9978,6233,7311,7320,6500,7332,5720,22954,5708,1161,6502,23759,7335,329,8454,8452,642,865,9354,6596,9320,23198,257218,9861,9690,7336,5711,91694,164832,79836,220972,143279,56254,148581,79791,84261,10517,57674,283807,54620,90678,378884,285231,127544,54778,494470,255488,5930,90025,10075,285671,140691,80204,9666,6477,55008,23304,144699,118424,26259,146330,201456,84937,148203,222235,151112,26263,223082,126433,143471,84085,154214,55016,151636,150726,11236,51444,4008,29116,1643,9491,55294,114907,54461,115992,142678,147339,80176,55336,138065,115290,55072,55743,54941,84961,80028,153830,23327,51676,5695,5707,55658,23623,10616,117854,80351,79176,93611,10193,26001,64718,79845,57161,64750,54542,57154,55521,26270,10210,25897,51132,54708,54850,51514,51283,51255,54467,57542,10013,9604,51725,23608,51191,4012,23194,26232,26267,26268,26234,26235,23291,26272,26223,26224,26190,267,5721,27339,10273,5719,11237,8945,25793,7189,27246,25820,55905,26118,
GO:0000210~NAD+ diphosphatase activity	83594,
GO:0000212~meiotic spindle organization	4342,7283,4627,546,9700,
GO:0000213~tRNA-intron endonuclease activity	283989,80746,116461,79042,
GO:0000214~tRNA-intron endonuclease complex	283989,80746,10978,79042,
GO:0000215~tRNA 2'-phosphotransferase activity	83707,
GO:0000220~vacuolar proton-transporting V-type ATPase, V0 domain	527,10312,535,533,50617,23545,
GO:0000221~vacuolar proton-transporting V-type ATPase, V1 domain	528,245973,51606,
GO:0000224~peptide-N4-(N-acetyl-beta-glucosaminyl)asparagine amidase activity	55768,
GO:0000225~N-acetylglucosaminylphosphatidylinositol deacetylase activity	9487,
GO:0000226~microtubule cytoskeleton organization	2009,6314,4281,1783,23122,23363,8882,8674,6867,11337,10579,5116,10297,2597,983,4747,1267,4137,4133,4744,2241,6651,7283,4140,7465,5048,4287,10376,4130,6900,5747,5590,23271,1400,9053,9833,9820,6760,6905,55700,2011,23332,90102,283431,79649,23113,166614,150465,55012,54986,4135,57787,85440,585,55755,256714,83987,79929,27185,25897,4139,57662,56647,8409,51143,
GO:0000228~nuclear chromosome	332,9555,10592,9189,3725,7150,7153,8091,641,8359,8350,3020,5393,5888,23514,9918,63979,23064,55193,6605,54984,10472,55869,54386,23626,
GO:0000235~astral microtubule	5048,79884,146909,
GO:0000242~pericentriolar material	22995,8658,3932,6950,7283,5108,27241,64793,84376,51199,121441,55125,55112,4750,585,55755,80351,27175,51175,
GO:0000243~commitment complex	6625,6631,11338,6632,6634,11066,55015,127933,
GO:0000244~spliceosomal tri-snRNP complex assembly	9129,10772,24148,10421,7375,9733,10594,26121,135295,11218,27339,25980,
GO:0000245~spliceosomal complex assembly	8487,23451,24148,6936,10181,6635,6637,6632,6633,6634,6733,10907,4686,7919,7536,8233,6606,10713,79833,1653,6732,9169,51340,54957,27339,26576,25804,
GO:0000246~delta24(24-1) sterol reductase activity	1718,
GO:0000247~C-8 sterol isomerase activity	6721,10682,
GO:0000248~C-5 sterol desaturase activity	3992,6309,
GO:0000250~lanosterol synthase activity	4047,
GO:0000252~C-3 sterol dehydrogenase (C-4 sterol decarboxylase) activity	50814,
GO:0000253~3-keto sterol reductase activity	874,51478,10901,
GO:0000254~C-4 methylsterol oxidase activity	6307,
GO:0000255~allantoin metabolic process	2690,6776,6777,
GO:0000256~allantoin catabolic process	55821,
GO:0000257~nitrilase activity	4817,
GO:0000262~mitochondrial chromosome	11232,
GO:0000266~mitochondrial fission	10059,5071,4976,4599,4600,1785,1759,1352,9650,449520,113115,729809,196968,54332,79594,56947,56181,54471,51537,26052,51024,
GO:0000268~peroxisome targeting sequence binding	5830,51555,9577,
GO:0000271~polysaccharide biosynthetic process	55830,83468,
GO:0000272~polysaccharide catabolic process	1118,27159,
GO:0000274~mitochondrial proton-transporting ATP synthase, stator stalk	10476,
GO:0000275~mitochondrial proton-transporting ATP synthase complex, catalytic core F(1)	513,509,514,432369,
GO:0000276~mitochondrial proton-transporting ATP synthase complex, coupling factor F(o)	10632,516,522,515,518,9551,521,517,267020,
