melanoma	Network of Cancer Genes (NCG4.0)	64241,11086,8756,11093,148,152,3267,113146,57016,57679,284,116519,140462,466,577,8314,673,114781,374467,148345,254778,84674,160762,910,1029,3080,1113,25978,8534,55748,53942,1442,1559,9940,10655,1769,29102,10085,2050,2073,2119,55763,2151,2196,2205,2245,80144,10146,2735,152007,2767,2769,2776,59345,727832,2890,2903,643226,3066,92797,9173,55600,3720,3747,202559,3815,353332,8844,388633,3954,392232,9208,79705,8567,79892,150365,4286,4320,744,4485,4585,4649,10,63973,9603,387129,4893,11249,84033,729330,282770,219870,26740,125963,442361,402317,391195,283092,219432,219986,79544,122740,219431,390064,390079,79310,219437,56128,5585,5332,9651,388468,317754,9055,80243,23572,5613,60675,5800,284119,79037,23132,5978,388,6101,6196,58506,6328,866,56996,26503,57419,57181,6538,6543,10599,56916,6598,23381,64750,6626,6674,221178,25803,23626,6708,6741,54961,256435,6775,6781,8859,64220,6860,338398,23329,51311,114795,943,8743,944,3842,8626,7109,84630,284076,7314,7321,7365,7386,1462,425054,127731,151790,7471,129446,360023,7764,55609,128611,
leukemia	Network of Cancer Genes (NCG4.0)	10006,25,27,23305,4299,3899,27125,23092,23365,405,171023,472,488,53335,64919,596,602,603,604,607,54880,613,694,56652,57082,863,865,867,868,23624,8030,595,896,1021,1045,1050,26511,10978,1387,64109,1662,7913,1785,1788,345930,2000,8178,2006,2033,2060,2078,2120,2130,2146,55294,2213,2322,23048,2309,4303,27086,10272,2521,8522,2623,2624,8833,10243,3092,3131,3207,3209,3205,3227,3229,3237,3239,10320,3575,3716,3717,3718,7994,23522,5927,3815,3845,3927,3932,4004,4005,4026,4066,2122,57591,4291,4298,8028,10962,4300,4301,4302,4330,3110,124540,4515,4609,4629,51517,10499,4851,4869,4893,64324,4926,8021,4928,10215,286530,5079,5087,5108,5159,5187,84295,8301,5371,63976,5396,11168,5781,9135,64901,5910,5914,64783,6146,6184,861,862,5413,23157,10801,6418,26040,6455,92521,6427,6491,7955,8148,6886,6887,6929,8115,27004,80312,29844,3195,30012,7150,8805,9321,150465,7307,54904,7514,7704,171017,25925,8233,
head and neck squamous cell carcinoma	Network of Cancer Genes (NCG4.0)	51225,81792,114,55821,121601,255057,165257,841,1008,1010,1029,64084,26047,1278,169044,114788,1654,2045,158584,51059,2195,55294,84636,2918,440093,8365,3265,3664,3742,386617,10859,145581,347730,389692,9947,51438,5469,4208,4233,89795,81831,4780,4851,203447,9379,9369,64324,55190,256281,81309,26338,390151,390157,65217,118788,5290,93035,8502,55607,5545,56979,128674,5728,5921,23504,9699,80230,51289,6476,114134,22865,55359,23345,221981,7157,8626,7399,317703,147179,79776,137209,219578,55552,
ovarian	Network of Cancer Genes (NCG4.0)	91,10142,207,208,187,8289,92552,577,79444,673,672,675,865,23624,886,887,898,1232,1234,995,51755,1029,1240,1499,92737,1956,8667,26610,2044,2047,2064,2065,2066,2113,55770,2132,346007,114907,55294,2205,2322,668,10818,2737,2778,53831,2887,2911,2913,2918,2932,3552,3553,51135,83737,3702,3710,3791,9817,55582,3845,83999,23284,4099,4214,23162,116511,4159,84539,7681,4292,4302,4331,4436,124540,94025,4751,4763,114548,4887,4889,10718,286530,83666,5079,9601,5288,5290,5294,5295,5314,151742,5506,5518,5565,5573,5579,5728,5737,5979,121268,6098,862,60485,10801,6530,6654,8405,6794,50945,6996,7099,7157,7188,81559,4591,51366,10600,11274,27005,57663,7750,
colorectal (non-hypermutated)	Network of Cancer Genes (NCG4.0)	91,324,1499,1910,55294,10082,84451,3845,4893,5290,4087,4089,6662,6934,7157,7273,
colorectal (hypermutated)	Network of Cancer Genes (NCG4.0)	92,324,673,841,996,7976,9053,166968,4437,2956,4430,5782,10915,6934,7048,
glioblastoma	Network of Cancer Genes (NCG4.0)	101,728747,9915,460,84896,26033,546,60370,55195,80017,90416,8912,643677,1019,1029,29082,7122,8218,1308,1281,1488,29119,1616,147409,1956,2064,388581,220965,25817,57697,2287,9758,145781,2765,401647,57120,122876,2894,2913,3020,399671,3132,3417,3418,3437,92856,79190,282973,57462,85452,84451,4008,4009,4036,57554,347731,84328,4194,145553,57553,79817,29074,23281,4624,4430,4763,25791,261734,284521,390437,5018,64881,5156,55023,5290,5295,5314,5408,374308,5728,5925,54439,9985,6098,6335,51150,266629,145264,6502,9126,55812,23224,9145,134860,7157,4308,56302,54084,54777,9816,22884,23503,162968,9849,57592,
kidney	Network of Cancer Genes (NCG4.0)	79026,11214,8289,142685,8314,84433,1213,114788,9820,374393,56776,8242,7403,53353,120892,378938,4233,89795,4771,4841,55193,5546,6261,29072,6421,50944,57731,23224,7030,7942,7157,7248,7428,91752,
thyroid	Network of Cancer Genes (NCG4.0)	10142,673,8030,79577,23085,9950,3159,84376,3845,3895,4221,8031,4893,4914,7849,5108,5468,5573,5979,10342,7170,7175,5987,51592,7253,55422,
leiomyoma	Network of Cancer Genes (NCG4.0)	217,57820,8091,
neuroblastoma	Network of Cancer Genes (NCG4.0)	238,8289,57492,4004,4613,8929,81839,22882,
myeloma	Network of Cancer Genes (NCG4.0)	239,595,896,1031,11064,22894,54855,2260,11116,2261,3105,3662,3717,7403,3845,4094,9935,9500,4352,51199,4893,5108,9659,5159,10957,7157,7468,7750,
bladder	Network of Cancer Genes (NCG4.0)	287,288,8289,84181,1387,2033,2065,9700,2261,3265,3845,3910,4036,4194,9611,4763,5925,7157,7404,463,
acute myeloid leukemia	Network of Cancer Genes (NCG4.0)	22852,29086,998,64403,54825,9859,6900,114784,2322,341640,339970,56287,84435,1880,3417,50939,85442,338785,4048,4162,4869,4893,5031,56142,11122,23378,861,862,6261,1757,92799,6564,10250,7091,94241,23039,
desmoid	Network of Cancer Genes (NCG4.0)	324,
glioma	Network of Cancer Genes (NCG4.0)	324,1031,1956,3020,1316,4193,4763,5728,7157,
other	Network of Cancer Genes (NCG4.0)	324,1029,1499,2064,3159,3265,3845,4193,7157,
myelodysplasia	Network of Cancer Genes (NCG4.0)	23092,171023,54880,867,1050,1788,2120,2146,3845,259283,2122,4893,63976,5781,861,6427,6850,54790,7157,7307,8233,
sarcoma	Network of Cancer Genes (NCG4.0)	79058,999,1123,1277,1385,90993,64764,1499,1649,23405,22947,2041,2044,2045,2066,2078,2115,2118,2120,2130,55294,54738,2313,2308,2521,23462,3265,3667,3725,3791,3815,4058,4193,4342,4486,8648,10499,4763,8013,4914,4916,23598,5077,5081,5155,5297,5290,5460,5728,2185,5925,6760,26039,6756,6757,6759,6850,8148,6938,7030,7157,7531,
histiocytoma	Network of Cancer Genes (NCG4.0)	466,1385,2521,
non-hodgkin lymphoma	Network of Cancer Genes (NCG4.0)	567,8915,596,604,605,694,7832,84433,894,896,965,970,974,4261,11064,1387,1656,1974,2113,2146,355,2196,83417,2260,11116,2308,10672,3006,8294,3320,3326,50615,3662,3394,2531,89857,3936,100271849,4582,4615,4666,4791,4869,5079,5292,5450,399,6446,7037,55754,8764,7157,7750,
retinoblastoma	Network of Cancer Genes (NCG4.0)	54880,4194,5925,
medulloblastoma	Network of Cancer Genes (NCG4.0)	54880,55636,1460,23399,1499,1654,2565,57678,2874,3437,7403,8861,126205,5214,5290,5727,5728,23451,6597,51684,7157,9203,
cholangiocarcinoma	Network of Cancer Genes (NCG4.0)	673,1029,2778,3845,3908,10403,56136,5178,5728,55698,54894,6092,4089,7157,129446,
pilocytic astrocytoma	Network of Cancer Genes (NCG4.0)	673,57670,5894,9901,
lethal midline carcinoma	Network of Cancer Genes (NCG4.0)	8019,23476,
lipoma	Network of Cancer Genes (NCG4.0)	93669,1879,8091,10186,4026,4781,5890,
epitheliod hemangioendothelioma	Network of Cancer Genes (NCG4.0)	23261,25937,
dominant	Network of Cancer Genes (NCG4.0)	8030,
bone cyst	Network of Cancer Genes (NCG4.0)	1009,7555,1277,4958,9967,9098,
recessive	Network of Cancer Genes (NCG4.0)	1029,
salivary	Network of Cancer Genes (NCG4.0)	79145,23373,64784,1499,2272,8091,3977,84441,5324,6917,11197,
oligodendroglioma	Network of Cancer Genes (NCG4.0)	23152,8880,3417,4851,5290,5295,
uterus	Network of Cancer Genes (NCG4.0)	1345,9968,5890,
cylindroma	Network of Cancer Genes (NCG4.0)	1540,
sex cord-stromal tumour	Network of Cancer Genes (NCG4.0)	23405,
testis	Network of Cancer Genes (NCG4.0)	23405,355,3815,
desmoplastic small round cell tumor	Network of Cancer Genes (NCG4.0)	2130,7490,
myoepithelioma	Network of Cancer Genes (NCG4.0)	2130,5087,
Wilms	Network of Cancer Genes (NCG4.0)	7490,
skin	Network of Cancer Genes (NCG4.0)	355,5727,6608,
idiopathic hypereosinophilic syndrome	Network of Cancer Genes (NCG4.0)	81608,5156,
pituitary	Network of Cancer Genes (NCG4.0)	2778,
oesophageal	Network of Cancer Genes (NCG4.0)	7403,6657,
mastocytosis	Network of Cancer Genes (NCG4.0)	3815,
central nervous system	Network of Cancer Genes (NCG4.0)	4292,
meningioma	Network of Cancer Genes (NCG4.0)	4330,4771,
adenoid cystic carcinoma	Network of Cancer Genes (NCG4.0)	4602,4781,
neurofibroma	Network of Cancer Genes (NCG4.0)	4763,
acoustic neuroma	Network of Cancer Genes (NCG4.0)	4771,
pheochromocytoma	Network of Cancer Genes (NCG4.0)	5979,7428,
myelodysplastic syndrome	Network of Cancer Genes (NCG4.0)	23451,
small intestine 	Network of Cancer Genes (NCG4.0)	4089,
malignant rhabdoid 	Network of Cancer Genes (NCG4.0)	6598,
adrenocortical	Network of Cancer Genes (NCG4.0)	7157,
hemangioma	Network of Cancer Genes (NCG4.0)	7428,
