Biotin transport and metabolism  LLO) and transfer to a nascent protein	Reactome Pathway	31,32,686,3141,56922,64087,5091,5095,5096,8884,
Cell junction organization  Mitotic	Reactome Pathway	87,9459,23705,253559,57863,977,999,1008,1009,1010,1012,1013,1015,1016,1000,64403,1001,1002,1003,1004,1005,1006,1007,9076,9071,5010,9069,23562,24146,10686,26285,51208,149461,9075,49861,53842,137075,1365,1364,7122,9074,1366,9073,9080,1308,92359,1495,1499,1500,667,50848,54751,10979,2316,2318,3611,10207,3655,3688,3691,3728,3909,3914,3918,3987,55679,4301,64398,56288,50855,84612,84552,55742,29780,5339,5584,5817,5818,5819,25945,81607,5829,6251,7016,7408,
Loss of Function of FBXW7 in Cancer and NOTCH1 Signaling  mobilization	Reactome Pathway	8454,55294,4851,9978,6500,
Activation  myristolyation of BID and translocation to mitochondria	Reactome Pathway	581,637,
Transport of connexons to the plasma membrane  NA tetramer and M2 tetramer from the endoplasmic reticulum to the Golgi Apparatus	Reactome Pathway	2697,2706,
Activation of NIMA Kinases NEK9  NEK6	Reactome Pathway	891,9133,983,10783,140609,91754,5347,
Cell surface interactions at the vascular wall  NRIF and NADE	Reactome Pathway	120425,284,285,51378,338,481,482,483,682,857,57126,914,51744,960,961,962,965,8832,1525,9046,90952,50848,2147,2207,2335,2534,2621,2734,51206,2888,2885,2886,3265,3635,3675,3676,3678,3655,3683,3684,3685,3687,3688,3689,3690,58494,83700,3845,3897,3932,4067,4099,10461,4312,4893,4973,5175,5196,5197,5290,5291,5295,5296,5335,5478,23759,5624,5627,5781,5777,6401,6402,6403,6404,6464,140885,55423,6566,9123,23539,6520,56301,23657,8140,9057,9056,23428,11136,6654,6693,6714,7010,7056,54210,7525,
Ubiquinol biosynthesis  nucleosides	Reactome Pathway	27235,51805,84274,51004,10229,23590,57107,
Multifunctional anion exchangers  producing NH3 and H2O2	Reactome Pathway	10861,1836,1811,5172,65010,115111,115019,
Influenza Infection  recovery and regulation of the phototransduction cascade	Reactome Pathway	8086,811,821,1211,10898,5611,5610,2197,2926,2962,2963,3320,3303,3843,3836,3837,57122,55746,9972,9631,23279,23511,23165,23225,8021,129401,79023,348995,10762,53371,23636,79902,4927,9688,4928,9818,11097,8106,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,9883,8480,5901,5903,6134,4736,6135,6136,6137,23521,9045,6138,6139,6141,6142,6143,6144,6146,9349,6147,6152,6154,51121,6155,6157,6158,6159,6122,6156,6160,6161,6164,11224,6165,25873,6173,6167,6168,6169,6170,6123,6124,6171,6125,6128,6129,6130,6132,6133,6175,6176,6181,6204,6205,6206,6207,6208,6209,6210,6217,6218,6222,6223,6187,6224,6227,6228,6229,6230,6231,6232,6233,6234,6235,6188,6189,6191,6192,6193,6194,6201,6202,6203,3921,81929,293,7040,7175,7311,7514,
The citric acid (TCA) cycle and respiratory electron transport  recycling	Reactome Pathway	50,137872,498,506,509,513,514,515,516,517,518,10476,521,522,9551,10632,539,27109,682,1327,9377,1329,1337,1340,1345,9167,1349,1350,1351,1431,1537,54205,728294,1737,1738,1743,2108,2109,2110,2271,3418,3419,3420,3421,79944,3939,3945,4191,51660,25874,4694,4705,126328,55967,51079,4695,4696,4697,4698,4700,4701,4702,4704,4706,4707,4716,54539,4708,4709,4710,4711,4712,4713,4714,4715,4717,4718,4719,4720,4722,4724,4725,4726,374291,4728,4723,4729,4731,23530,4967,5160,5162,8050,5163,5164,5165,5166,54704,57546,55066,6389,6390,6391,6392,6566,9123,23539,8803,8802,8801,7350,7351,7352,29796,10975,7381,7384,7385,7386,7388,27089,
GPCR ligand binding  release	Reactome Pathway	1238,57007,51554,116,117,133,79924,134,135,136,140,148,147,146,150,151,152,153,154,155,183,185,186,301,8862,187,351,551,552,553,554,623,624,680,718,719,727,728,27202,796,797,799,10203,846,885,886,887,6356,6360,6361,6363,6347,6364,6366,6367,6368,6370,10850,56477,6348,6349,6351,6352,6354,1230,2826,729230,1232,1233,1234,1235,1236,1237,10803,9034,1604,976,1081,1128,1129,1131,1132,1133,1268,1269,1392,1394,1395,6376,1524,2919,3627,6373,6387,10563,58191,2920,2921,6374,6372,4283,3577,3579,2833,7852,643,10663,10800,57105,2532,50846,1812,1813,1814,1815,1816,1906,1907,1908,1909,1910,2015,30817,84658,2147,2149,2150,2151,9002,2864,2867,2865,338557,2357,2358,2359,2488,2492,8321,11211,2535,7976,8322,7855,8323,8324,8325,8326,2550,9568,51083,2587,8811,8484,2641,2642,2691,2692,51738,2693,2695,2696,2740,9340,2778,2782,2783,2784,59345,10681,2790,2791,55970,51764,54331,2785,2786,2787,2788,94235,2792,2793,2796,2797,2798,114814,151306,2852,29933,2840,2841,2853,2863,2828,9290,8477,8111,222545,2911,2912,2913,2914,2915,2916,2917,2918,2922,2925,27198,338442,8843,3060,3061,3062,50865,3269,3274,11255,59340,3350,3351,3352,3354,3355,3356,3357,3358,3360,3361,3362,3363,3375,3549,3576,3640,10022,3814,84634,3827,3972,3973,1902,9170,23566,2846,57121,10161,1241,56413,4157,4158,4159,4160,4161,2847,84539,4295,2862,4543,4544,4828,4829,129521,10874,10316,56923,256933,2831,2832,8620,64106,10886,594857,387129,283869,4852,4886,4887,5540,4889,4922,4923,23620,5956,2652,611,23596,94233,221391,4985,4986,4987,4988,165140,27199,5020,5021,5028,27334,5032,64805,53829,9934,5029,5030,5031,5173,5179,5196,5367,5368,5443,5473,5539,51052,2834,84432,60675,10887,128674,5724,5727,8643,5729,11251,5731,5732,5733,5734,5737,5739,5741,5745,113091,5746,5744,5697,347148,84109,10267,10266,10268,5995,6010,6019,117579,10692,59350,122042,51289,339403,1901,9294,1903,8698,53637,6288,6343,6344,6469,6608,6750,6751,6752,6753,6754,6755,56670,134864,9287,9288,9038,319100,83551,134860,6863,6866,6869,6865,6870,80835,80834,83756,50834,50839,50838,50840,50833,259294,259295,50831,259293,259290,5726,259285,50832,259286,259287,353164,259289,259291,259292,54429,259296,338398,50837,50836,50835,6915,7200,7201,7252,7253,10911,257313,2837,7471,80326,7480,7481,51384,7472,7482,7473,89780,54361,7474,7475,7476,7477,7478,7479,7483,7484,6375,6846,2829,
RNA Polymerase II Transcription  RNA Polymerase III	Reactome Pathway	10189,902,904,905,51362,1022,1025,10978,29894,53981,51692,79869,1477,1478,1479,9150,9785,8178,2068,2071,2957,2958,2959,2960,2961,2962,2963,2965,2966,2967,2968,84967,134353,4116,4331,4686,22916,7469,25920,51497,7936,11051,8106,10914,51585,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,9939,8732,8731,10921,7884,6628,6634,6635,6636,6637,10250,6426,9295,6427,6428,6429,6430,6431,6432,8683,6749,11198,6827,6829,6872,6881,6882,6883,6884,6874,6875,6877,6878,6880,6908,6917,6921,6923,6924,7307,11338,65109,25888,
Influenza Life Cycle  secretion	Reactome Pathway	8086,811,821,1211,5611,2197,2926,2962,2963,3320,3303,3843,3836,3837,57122,55746,9972,9631,23279,23511,23165,23225,8021,129401,79023,348995,10762,53371,23636,79902,4927,9688,4928,9818,11097,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,9883,8480,5901,5903,6134,4736,6135,6136,6137,23521,9045,6138,6139,6141,6142,6143,6144,6146,9349,6147,6152,6154,51121,6155,6157,6158,6159,6122,6156,6160,6161,6164,11224,6165,25873,6173,6167,6168,6169,6170,6123,6124,6171,6125,6128,6129,6130,6132,6133,6175,6176,6181,6204,6205,6206,6207,6208,6209,6210,6217,6218,6222,6223,6187,6224,6227,6228,6229,6230,6231,6232,6233,6234,6235,6188,6189,6191,6192,6193,6194,6201,6202,6203,3921,81929,7175,7311,7514,
TGF-beta receptor signaling activates SMADs  secretion	Reactome Pathway	25805,867,2280,5045,9110,23327,4738,56937,5499,5500,5501,23645,6233,4087,4088,4089,4092,57154,64750,11171,10273,7040,7046,7048,7311,7314,7316,9040,51377,9958,7514,9372,
TGF-beta receptor signaling in EMT (epithelial to mesenchymal transition)  secretion	Reactome Pathway	23370,57530,50848,2280,56288,50855,5590,387,6233,57154,7040,7046,7048,7311,7314,7316,
TGFBR1 KD Mutants in Cancer  secretion	Reactome Pathway	23370,25805,867,892,904,905,1024,1025,1030,57530,1874,1875,50848,2280,5045,3065,3726,4221,9110,4609,9611,9612,23327,4738,56288,50855,142,56937,5494,5499,5500,5501,23645,5590,5933,387,54778,6233,5054,6497,6498,4087,4088,4089,4092,57154,64750,6667,11171,10273,7027,7029,7040,7046,7048,7050,60436,51592,7311,7314,7316,7321,7323,9040,51377,9958,8239,25937,7514,9372,
Platelet sensitization by LDL  signaling and aggregation	Reactome Pathway	338,2268,7804,1432,5175,5321,5515,5516,5518,5519,5525,5526,5527,5528,5529,5781,5777,
PRC2 methylates histones and DNA  SOX2	Reactome Pathway	121536,1786,1788,1789,8726,2146,474382,3014,3015,54145,3020,8335,8334,3013,8331,255626,3018,8347,3017,8345,8970,85236,8340,8342,8341,8348,8350,8359,8337,8338,8349,333932,128312,3720,22823,5252,26147,5928,5931,23512,
PTM: gamma carboxylation  SOX2	Reactome Pathway	410,411,414,415,416,22901,347527,340075,79642,153642,1725,83475,1984,56648,2159,2147,2155,2158,5045,2621,2677,5624,5627,8858,412,285362,25870,79001,
Acyl chain remodeling of CL  translocation and oligomerization of BAX	Reactome Pathway	3030,3032,253558,5321,8398,6901,
Gap junction trafficking  transport	Reactome Pathway	1173,1211,1212,1213,8218,1601,1759,1785,2697,84694,2700,2701,2702,2703,81025,2705,2706,2707,127534,2709,10804,375519,10052,57165,57369,125111,219770,4646,
Fc epsilon receptor (FCERI) signaling  triacylglycerol	Reactome Pathway	26523,27161,192669,192670,207,84335,208,10000,572,8915,685,695,801,84433,842,930,940,941,942,983,1026,1027,1147,1385,1950,1956,2064,2065,2066,2069,2205,2207,2246,2255,8823,8822,8817,9965,2247,26281,27006,8074,2248,2249,2250,2251,2252,2253,2254,2260,2263,2261,2264,2353,2308,2309,4303,10818,2534,2549,9846,9402,2885,2931,2932,1839,3265,3497,28378,3514,28299,28908,3537,3538,3539,3542,28834,28826,28825,28823,28772,28770,28816,28814,28813,28811,28802,28799,28795,28793,28791,28786,28785,28784,28783,28781,28776,28775,28774,3551,8517,3667,8660,3702,3708,3709,3710,3725,3815,4254,9365,152831,3845,27040,7462,3932,3937,4067,10892,5604,5605,6416,5609,4214,6885,5594,5602,5595,5599,5601,79109,4193,407015,407016,64223,4343,2206,2475,4772,4773,4775,4790,4792,3164,4893,3084,9542,10718,145957,5058,5062,5154,5155,5156,5159,5170,23239,23035,5290,5291,5293,5295,5296,8503,5335,5336,5530,5532,5534,5588,5728,5781,5879,5894,10125,10235,115727,5970,253260,6199,6464,6654,6850,10454,23118,257397,7006,100124696,117145,27327,23112,57690,7189,50852,57761,7249,7294,7334,7335,7409,7410,10451,7529,
Scavenging by Class H Receptors  UBC9)	Reactome Pathway	338,6678,23166,55576,
Formation of transcription-coupled NER (TC-NER) repair complex  UDP-glucuronate	Reactome Pathway	902,1022,2067,2068,2071,2072,2073,2074,1161,2965,2966,2967,2968,4331,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,6917,56949,
Cohesin Loading onto Chromatin  vitamin B12) transport and metabolism	Reactome Pathway	23383,25836,23244,23047,5885,8243,9126,10274,10735,23063,
Propionyl-CoA catabolism 2-linked mannose residues from Man9/8/7GlcNAc2 to produce Man5GlcNAc2	Reactome Pathway	84693,166785,4594,5095,5096,
Adrenoceptors noradrenaline inhibits insulin secretion	Reactome Pathway	148,147,146,150,151,152,153,154,155,
Base Excision Repair NPAS2 activates circadian gene expression	Reactome Pathway	328,10309,2237,3978,3980,8930,4350,4595,4913,4968,5111,5423,5424,5425,10714,57804,23583,6996,7515,
2-LTR circle formation	Reactome Pathway	8815,3159,3981,11168,7518,7520,2547,
3' -UTR-mediated translational regulation	Reactome Pathway	1964,1965,8894,1968,8661,8662,8663,8664,3646,8665,8666,8667,8668,8669,27335,1973,1974,1975,1977,1981,7458,2197,26986,6134,4736,6135,6136,6137,23521,9045,6138,6139,6141,6142,6143,6144,6146,9349,6147,6152,6154,51121,6155,6157,6158,6159,6122,6156,6160,6161,6164,11224,6165,25873,6173,6167,6168,6169,6170,6123,6124,6171,6125,6128,6129,6130,6132,6133,6175,6176,6181,6204,6205,6206,6207,6208,6209,6210,6217,6218,6222,6223,6187,6224,6227,6228,6229,6230,6231,6232,6233,6234,6235,6188,6189,6191,6192,6193,6194,6201,6202,6203,3921,7311,
5-Phosphoribose 1-diphosphate biosynthesis	Reactome Pathway	5631,221823,5634,
A tetrasaccharide linker sequence is required for GAG synthesis	Reactome Pathway	375790,126792,27087,135152,26229,11285,63827,633,1464,10675,1634,2817,221914,2719,2239,2262,10082,283464,727936,3339,1463,6382,6383,9672,6385,1462,
A third proteolytic cleavage releases NICD	Reactome Pathway	51107,83464,23385,4851,4853,4854,4855,5664,55851,
ABC-family proteins mediated transport	Reactome Pathway	10349,26154,20,21,24,23460,10347,10351,10350,5243,23456,340273,10058,22,11194,4363,89845,85320,1244,8714,10257,10057,368,6833,10060,215,225,5825,9619,64137,64240,64241,335,1080,5824,8504,
ABCA transporters in lipid homeostasis	Reactome Pathway	10349,26154,20,21,23460,10347,10350,215,225,5825,9619,64137,64240,64241,335,5824,8504,
ABH2 mediated Reversal of Alkylation Damage	Reactome Pathway	121642,
ABH3 mediated Reversal of Alkylation Damage	Reactome Pathway	221120,
ADP signalling through P2Y purinoceptor 1	Reactome Pathway	2767,9630,2769,2776,2782,2783,2784,59345,10681,2790,2791,55970,51764,54331,2785,2786,2787,2788,94235,2792,2793,1432,5028,5321,6714,
ADP signalling through P2Y purinoceptor 12	Reactome Pathway	2770,2771,2773,346562,2782,2783,2784,59345,10681,2790,2791,55970,51764,54331,2785,2786,2787,2788,94235,2792,2793,64805,
AKT phosphorylates targets in the cytosol	Reactome Pathway	207,84335,208,10000,572,842,1026,1027,1147,2931,2932,4193,7249,
AKT phosphorylates targets in the nucleus	Reactome Pathway	207,208,10000,1385,2308,2309,4303,3164,6199,
AKT-mediated inactivation of FOXO1A	Reactome Pathway	207,208,10000,2308,
AMPK inhibits chREBP transcriptional activation activity	Reactome Pathway	51085,5563,5565,51422,6794,
APC-Cdc20 mediated degradation of Nek2A	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,701,9184,8881,991,8697,246184,996,4085,4751,6233,7311,7314,7316,11065,7321,7324,
APC/C-mediated degradation of cell cycle proteins	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,6790,9212,8945,701,9184,8900,890,891,8556,8881,991,8697,246184,996,983,1017,8454,26271,51343,4085,5347,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,9232,6233,6500,6502,7311,7314,7316,11065,7321,7324,
APC/C:Cdc20 mediated degradation of Cyclin B	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,891,8881,991,8697,246184,996,983,6233,7311,7314,7316,11065,7321,7324,
APC/C:Cdc20 mediated degradation of Securin	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,8881,991,8697,246184,996,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,9232,6233,7311,7314,7316,11065,7321,7324,
APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,701,9184,891,8881,991,8697,246184,996,983,4085,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,9232,6233,7311,7314,7316,11065,7321,7324,
APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,6790,9212,8881,991,8697,246184,996,51343,5347,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,9232,6233,6502,7311,7314,7316,11065,7321,7324,
APOBEC3G mediated resistance to HIV-1 infection	Reactome Pathway	60489,8815,3159,5478,11168,
ARMS-mediated activation	Reactome Pathway	673,983,1398,3265,57498,3845,5604,5605,5594,5595,4803,4893,4914,5894,5906,7529,
ATF4 activates genes	Reactome Pathway	440,467,468,22926,6347,167227,1649,22894,51013,23404,51010,54512,56915,118460,23016,11340,5393,9709,3484,3576,8570,4800,4801,4802,5073,
ATF6-alpha activates chaperone genes	Reactome Pathway	468,22926,811,1649,7184,3309,4800,4801,4802,7494,
ATF6-alpha activates chaperones	Reactome Pathway	468,22926,811,1649,7184,3309,8720,51360,4800,4801,4802,7494,
ATM mediated phosphorylation of repair proteins	Reactome Pathway	472,672,3014,9656,4683,
ATM mediated response to DNA double-strand break	Reactome Pathway	472,672,3014,9656,4683,
ATP sensitive Potassium channels	Reactome Pathway	6833,10060,3767,3764,
AUF1 (hnRNP D0) destabilizes mRNA	Reactome Pathway	1981,3184,3303,3312,3315,26986,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,6233,7311,7314,7316,
Abacavir metabolism	Reactome Pathway	161823,124,2987,22978,5105,
Abacavir transmembrane transport	Reactome Pathway	5243,9429,6580,6582,6581,
Abacavir transport and metabolism	Reactome Pathway	5243,9429,161823,124,2987,22978,5105,6580,6582,6581,
Abnormal conversion of 2-oxoglutarate to 2-hydroxyglutarate	Reactome Pathway	3417,
Abnormal metabolism in phenylketonuria	Reactome Pathway	883,259307,3945,5053,
Abortive elongation of HIV-1 transcript in the absence of Tat	Reactome Pathway	9150,2962,2963,4686,22916,7469,25920,51497,7936,5430,5431,5432,5433,5434,5435,5436,5437,5438,5439,5440,5441,6827,6829,
Acetylation	Reactome Pathway	9,10,
Acetylcholine Binding And Downstream Events	Reactome Pathway	1134,1135,1136,1137,1138,8973,1139,55584,1141,1142,1143,1144,1145,1146,
Acetylcholine Neurotransmitter Release Cycle	Reactome Pathway	1103,10815,5864,22999,6572,60482,6616,6804,6812,6857,6844,
Acetylcholine regulates insulin secretion	Reactome Pathway	1131,2767,9630,2769,2776,4082,23236,5330,5331,5578,
Acrosome Reaction	Reactome Pathway	49,
Activated NOTCH1 Transmits Signal to the Nucleus	Reactome Pathway	102,6868,51107,83464,408,409,1272,8788,28514,54567,92737,1840,113878,23220,83737,182,3714,57534,142678,23385,54492,4851,8650,5664,55851,6233,7311,7314,7316,
Activated TLR4 signalling	Reactome Pathway	177,351,466,1386,329,330,695,841,929,948,983,1147,1385,1660,1845,1846,1848,1849,51295,2002,8772,2353,3146,3551,9641,8517,3654,3656,11213,51135,3661,3665,3725,23643,5604,5605,5606,6416,5608,5609,4214,6885,5594,5602,5600,1432,5595,5598,5599,5601,9261,7867,4205,4208,4615,4790,4791,4792,4793,10392,64127,57162,57161,246330,5515,5516,5518,5519,5528,5781,5970,8737,8767,11035,6233,6195,6196,6197,9252,6283,6285,6288,23098,59307,10454,23118,257397,29110,148022,353376,114609,7096,7097,7098,7099,10333,7187,7189,7311,7314,7316,7321,7322,7323,7334,7335,
Activated point mutants of FGFR2	Reactome Pathway	2246,2255,8823,8822,8817,2247,26281,27006,8074,2248,2249,2250,2251,2252,2253,2254,2263,
Activation and oligomerization of BAK protein	Reactome Pathway	578,637,
Activation of AMPA receptors	Reactome Pathway	2890,2891,2892,2893,
Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins	Reactome Pathway	64682,10393,51529,29882,29945,51433,51434,701,9184,891,8881,991,8697,246184,996,983,4085,5347,5682,5683,5684,5685,5686,5687,5688,143471,5689,5699,122706,5690,5691,5692,5693,5694,5695,5696,5698,5700,5701,5702,5704,5705,5706,5707,5716,5717,5718,5719,10213,5708,5709,5710,5711,9861,5713,5714,5715,5720,5721,10197,23198,9491,9232,6233,7311,7314,7316,11065,7321,7324,
Activation of ATR in response to replication stress	Reactome Pathway	545,84126,993,995,8318,990,8317,1017,1111,63967,10926,3364,55388,4171,4172,4173,4174,4175,4176,84515,4998,4999,23595,5000,5001,23594,5810,5884,5883,144715,5982,5983,5984,5985,6117,6118,6119,
Activation of BAD and translocation to mitochondria	Reactome Pathway	207,208,10000,572,596,637,5533,5534,2810,7529,7531,7532,7533,10971,7534,
Activation of BH3-only proteins	Reactome Pathway	207,208,10000,572,27113,596,10018,637,90427,8655,140735,1869,5599,5366,5533,5534,2810,7027,7157,7529,7531,7532,7533,10971,7534,
Activation of BIM and translocation to mitochondria	Reactome Pathway	10018,8655,5599,
Activation of BMF and translocation to mitochondria	Reactome Pathway	90427,140735,5599,
Activation of C3 and C5	Reactome Pathway	717,718,720,721,727,629,
Activation of Ca-permeable Kainate Receptor	Reactome Pathway	801,1739,1741,1742,2897,2898,2899,2900,2901,83988,
Activation of CaMK IV	Reactome Pathway	801,814,
Activation of DNA fragmentation factor	Reactome Pathway	836,1676,1677,3005,3024,3009,3006,3007,3008,3146,3148,3836,3837,
Activation of G protein gated Potassium channels	Reactome Pathway	2550,9568,2782,2783,2784,2790,55970,54331,2785,2786,2787,2788,94235,2792,2793,3766,3768,3772,3773,3759,3760,3761,3762,3763,3765,
Activation of GABAB receptors	Reactome Pathway	107,108,109,196883,111,112,113,114,115,2550,9568,2770,2771,2773,2774,346562,2782,2783,2784,2790,55970,54331,2785,2786,2787,2788,94235,2792,2793,3766,3768,3772,3773,3759,3760,3761,3762,3763,3765,
Activation of IRF3/IRF7 mediated by TBK1/IKK epsilon	Reactome Pathway	929,9641,3661,3665,23643,5781,6233,23098,29110,148022,353376,7098,7099,7187,7311,7314,7316,
Activation of Kainate Receptors upon glutamate binding	Reactome Pathway	801,1739,1741,1742,2782,2783,2784,59345,10681,2790,2791,55970,51764,54331,2785,2786,2787,2788,94235,2792,2793,2897,2898,2899,2900,2901,83988,23236,5330,5331,
Activation of Matrix Metalloproteinases	Reactome Pathway	1215,80781,1504,440387,1511,1513,1515,1991,5045,3817,3818,4312,4319,4320,4322,4323,4324,4325,4326,4313,10893,64386,4314,4316,4317,4318,5340,5644,5645,7076,7077,7177,
